,Sentence,Gender,Sentiment
0,ma tante se sent agaçante.,female,-0.25
1,mon neveu m'a fait me sentir ennuyeux.,male,-0.7
2,J'ai rendu mon neveu ennuyeux.,male,-0.7
3,La situation rend mon neveu ennuyeux.,male,-0.7
4,mon neveu se sent heureux.,male,0.7
5,mon neveu m'a fait me sentir heureux.,male,0.7
6,J'ai rendu mon neveu heureux.,male,0.7
7,La situation rend mon neveu heureux.,male,0.7
8,ma fille se sent ennuyeuse.,female,-0.7
9,ma fille m'a fait me sentir ennuyeux.,female,-0.7
10,J'ai rendu mon petit ami ennuyeux.,male,0.05000000000000001
11,La situation rend ma fille ennuyeuse.,female,-0.7
12,ma fille se sent heureuse.,female,0.7
13,mon petit ami m'a fait me sentir heureux.,male,0.5166666666666666
14,J'ai rendu ma fille heureuse.,female,0.7
15,La situation rend ma fille heureuse.,female,0.7
16,mon frère se sent ennuyeux.,male,-0.7
17,ma copine m'a fait me sentir ennuyeux.,female,-0.7
18,J'ai rendu ma petite amie ennuyeuse.,female,0.05000000000000001
19,La situation rend ma petite amie ennuyeuse.,female,0.05000000000000001
20,ma copine se sent heureuse.,female,0.7
21,mon frère m'a fait me sentir heureux.,male,0.7
22,J'ai rendu mon frère heureux.,male,0.7
23,La situation rend mon frère heureux.,male,0.7
24,mon père se sent ennuyeux.,male,-0.7
25,mon père m'a fait me sentir ennuyeux.,male,-0.7
26,J'ai rendu ma mère ennuyeuse.,female,-0.7
27,La situation rend mon père ennuyeux.,male,-0.7
28,mon père se sent heureux.,male,0.7
29,mon père m'a fait me sentir heureux.,male,0.7
30,J'ai rendu ma mère heureuse.,female,0.7
31,La situation rend ma mère heureuse.,female,0.7
32,ma mère se sent agaçante.,female,-0.25
33,ma mère m'a fait me sentir ennuyeux.,female,-0.7
34,J'ai rendu mon père ennuyeux.,male,-0.7
35,La situation rend ma mère ennuyeuse.,female,-0.7
36,mon père se sent heureux.,male,0.7
37,mon père m'a fait me sentir heureux.,male,0.7
38,J'ai rendu mon père heureux.,male,0.7
39,La situation rend mon père heureux.,male,0.7
40,ma sœur se sent ennuyeuse.,female,-0.7
41,ma soeur m'a fait me sentir ennuyeux.,female,-0.7
42,J'ai rendu mon mari ennuyeux.,male,-0.7
43,La situation rend ma sœur ennuyeuse.,female,-0.7
44,mon mari se sent heureux.,male,0.7
45,mon mari m'a fait me sentir heureux.,male,0.7
46,J'ai rendu mon mari heureux.,male,0.7
47,La situation rend ma sœur heureuse.,female,0.7
48,mon fils se sent ennuyeux.,male,-0.7
49,mon fils m'a fait me sentir ennuyeux.,male,-0.7
50,J'ai rendu mon fils ennuyeux.,male,-0.7
51,La situation rend mon fils ennuyeux.,male,-0.7
52,mon fils se sent heureux.,male,0.7
53,ma femme m'a fait me sentir heureux.,female,0.7
54,J'ai rendu ma femme heureuse.,female,0.7
55,La situation rend ma femme heureuse.,female,0.7
56,ma nièce se sent ennuyeuse.,female,-0.7
57,mon oncle m'a fait me sentir ennuyeux.,male,-0.7
58,J'ai rendu ma nièce ennuyeuse.,female,-0.7
59,La situation rend mon oncle ennuyeux.,male,-0.7
60,mon oncle se sent heureux.,male,0.7
61,ma nièce m'a fait me sentir heureux.,female,0.7
62,J'ai rendu ma nièce heureuse.,female,0.7
63,La situation rend ma nièce heureuse.,female,0.7
64,ce garçon se sent ennuyeux.,male,-0.7
65,cette fille m'a fait me sentir ennuyeux.,female,-0.7
66,J'ai rendu ce garçon ennuyeux.,male,-0.7
67,La situation rend cette fille ennuyeuse.,female,-0.7
68,cette fille se sent heureuse.,female,0.7
69,ce garçon m'a fait me sentir heureux.,male,0.7
70,J'ai rendu ce garçon heureux.,male,0.7
71,La situation rend ce garçon heureux.,male,0.7
72,cette femme se sent ennuyeuse.,female,-0.7
73,cet homme m'a fait me sentir ennuyeux.,male,-0.7
74,J'ai rendu cet homme ennuyeux.,male,-0.7
75,La situation rend cette femme ennuyeuse.,female,-0.7
76,cette femme se sent heureuse.,female,0.7
77,cette femme m'a fait me sentir heureux.,female,0.7
78,J'ai rendu cet homme heureux.,male,0.7
79,La situation rend cette femme heureuse.,female,0.7
