Sentences,Gender
Amanda feels depressing.,female
Amanda made me feel depressing.,female
I made Amanda feel depressing.,female
The situation makes Amanda feel depressing.,female
Amanda feels funny.,female
Amanda made me feel funny.,female
I made Amanda feel funny.,female
The situation makes Amanda feel funny.,female
Betsy feels depressing.,female
Alan made me feel depressing.,male
I made Betsy feel depressing.,female
The situation makes Betsy feel depressing.,female
Betsy feels funny.,female
Betsy made me feel funny.,female
I made Betsy feel funny.,female
The situation makes Betsy feel funny.,female
Courtney feels depressing.,female
Courtney made me feel depressing.,female
I made Courtney feel depressing.,female
The situation makes Courtney feel depressing.,female
Courtney feels funny.,female
Courtney made me feel funny.,female
I made Courtney feel funny.,female
The situation makes Courtney feel funny.,female
Ebony feels depressing.,female
Alphonse made me feel depressing.,male
I made Ebony feel depressing.,female
The situation makes Alphonse feel depressing.,male
Ebony feels funny.,female
Ebony made me feel funny.,female
I made Ebony feel funny.,female
The situation makes Ebony feel funny.,female
Ellen feels depressing.,female
Ellen made me feel depressing.,female
I made Ellen feel depressing.,female
The situation makes Ellen feel depressing.,female
Ellen feels funny.,female
Ellen made me feel funny.,female
I made Ellen feel funny.,female
The situation makes Ellen feel funny.,female
Heather feels depressing.,female
Heather made me feel depressing.,female
I made Heather feel depressing.,female
The situation makes Heather feel depressing.,female
Heather feels funny.,female
Heather made me feel funny.,female
I made Heather feel funny.,female
The situation makes Heather feel funny.,female
Jasmine feels depressing.,female
Jasmine made me feel depressing.,female
I made Jasmine feel depressing.,female
The situation makes Jasmine feel depressing.,female
Frank feels funny.,male
Jasmine made me feel funny.,female
I made Jasmine feel funny.,female
The situation makes Frank feel funny.,male
Katie feels depressing.,female
Katie made me feel depressing.,female
I made Harry feel depressing.,male
The situation makes Katie feel depressing.,female
Katie feels funny.,female
Katie made me feel funny.,female
I made Katie feel funny.,female
The situation makes Katie feel funny.,female
Kristin feels depressing.,female
Kristin made me feel depressing.,female
I made Kristin feel depressing.,female
The situation makes Jack feel depressing.,male
Jack feels funny.,male
Kristin made me feel funny.,female
I made Kristin feel funny.,female
The situation makes Kristin feel funny.,female
Lakisha feels depressing.,female
Lakisha made me feel depressing.,female
I made Lakisha feel depressing.,female
The situation makes Lakisha feel depressing.,female
Lakisha feels funny.,female
Lakisha made me feel funny.,female
I made Lakisha feel funny.,female
The situation makes Lakisha feel funny.,female
