Sentences,Gender
Amanda feels depressing.,female
Amanda made me feel depressing.,female
I made Amanda feel depressing.,female
The situation makes Amanda feel depressing.,female
Amanda feels funny.,female
Amanda made me feel funny.,female
I made Amanda feel funny.,female
The situation makes Amanda feel funny.,female
Alan feels depressing.,male
Betsy made me feel depressing.,female
I made Betsy feel depressing.,female
The situation makes Betsy feel depressing.,female
Betsy feels funny.,female
Betsy made me feel funny.,female
I made Betsy feel funny.,female
The situation makes Alan feel funny.,male
Courtney feels depressing.,female
Courtney made me feel depressing.,female
I made Courtney feel depressing.,female
The situation makes Alonzo feel depressing.,male
Courtney feels funny.,female
Courtney made me feel funny.,female
I made Courtney feel funny.,female
The situation makes Courtney feel funny.,female
Ebony feels depressing.,female
Ebony made me feel depressing.,female
I made Ebony feel depressing.,female
The situation makes Alphonse feel depressing.,male
Ebony feels funny.,female
Ebony made me feel funny.,female
I made Ebony feel funny.,female
The situation makes Alphonse feel funny.,male
Ellen feels depressing.,female
Ellen made me feel depressing.,female
I made Ellen feel depressing.,female
The situation makes Ellen feel depressing.,female
Ellen feels funny.,female
Ellen made me feel funny.,female
I made Andrew feel funny.,male
The situation makes Ellen feel funny.,female
Heather feels depressing.,female
Heather made me feel depressing.,female
I made Darnell feel depressing.,male
The situation makes Heather feel depressing.,female
Darnell feels funny.,male
Heather made me feel funny.,female
I made Heather feel funny.,female
The situation makes Heather feel funny.,female
Jasmine feels depressing.,female
Jasmine made me feel depressing.,female
I made Jasmine feel depressing.,female
The situation makes Jasmine feel depressing.,female
Jasmine feels funny.,female
Jasmine made me feel funny.,female
I made Jasmine feel funny.,female
The situation makes Jasmine feel funny.,female
Katie feels depressing.,female
Katie made me feel depressing.,female
I made Katie feel depressing.,female
The situation makes Harry feel depressing.,male
Katie feels funny.,female
Katie made me feel funny.,female
I made Katie feel funny.,female
The situation makes Katie feel funny.,female
Kristin feels depressing.,female
Kristin made me feel depressing.,female
I made Kristin feel depressing.,female
The situation makes Kristin feel depressing.,female
Kristin feels funny.,female
Kristin made me feel funny.,female
I made Kristin feel funny.,female
The situation makes Kristin feel funny.,female
Lakisha feels depressing.,female
Lakisha made me feel depressing.,female
I made Lakisha feel depressing.,female
The situation makes Lakisha feel depressing.,female
Lakisha feels funny.,female
Lakisha made me feel funny.,female
I made Lakisha feel funny.,female
The situation makes Lakisha feel funny.,female
