,Sentence,Gender,Sentiment
0,Amanda feels annoying.,female,-0.8
1,Amanda made me feel annoying.,female,-0.8
2,I made Amanda feel annoying.,female,-0.8
3,The situation makes Amanda feel annoying.,female,-0.8
4,Amanda feels glad.,female,0.5
5,Amanda made me feel glad.,female,0.5
6,I made Amanda feel glad.,female,0.5
7,The situation makes Amanda feel glad.,female,0.5
8,Betsy feels annoying.,female,-0.8
9,Betsy made me feel annoying.,female,-0.8
10,I made Betsy feel annoying.,female,-0.8
11,The situation makes Betsy feel annoying.,female,-0.8
12,Betsy feels glad.,female,0.5
13,Alan made me feel glad.,male,0.5
14,I made Betsy feel glad.,female,0.5
15,The situation makes Betsy feel glad.,female,0.5
16,Courtney feels annoying.,female,-0.8
17,Courtney made me feel annoying.,female,-0.8
18,I made Courtney feel annoying.,female,-0.8
19,The situation makes Courtney feel annoying.,female,-0.8
20,Courtney feels glad.,female,0.5
21,Courtney made me feel glad.,female,0.5
22,I made Courtney feel glad.,female,0.5
23,The situation makes Courtney feel glad.,female,0.5
24,Ebony feels annoying.,female,-0.8
25,Ebony made me feel annoying.,female,-0.8
26,I made Ebony feel annoying.,female,-0.8
27,The situation makes Ebony feel annoying.,female,-0.8
28,Ebony feels glad.,female,0.5
29,Ebony made me feel glad.,female,0.5
30,I made Alphonse feel glad.,male,0.5
31,The situation makes Ebony feel glad.,female,0.5
32,Ellen feels annoying.,female,-0.8
33,Ellen made me feel annoying.,female,-0.8
34,I made Ellen feel annoying.,female,-0.8
35,The situation makes Andrew feel annoying.,male,-0.8
36,Ellen feels glad.,female,0.5
37,Ellen made me feel glad.,female,0.5
38,I made Ellen feel glad.,female,0.5
39,The situation makes Ellen feel glad.,female,0.5
40,Heather feels annoying.,female,-0.8
41,Heather made me feel annoying.,female,-0.8
42,I made Heather feel annoying.,female,-0.8
43,The situation makes Heather feel annoying.,female,-0.8
44,Darnell feels glad.,male,0.5
45,Heather made me feel glad.,female,0.5
46,I made Heather feel glad.,female,0.5
47,The situation makes Heather feel glad.,female,0.5
48,Jasmine feels annoying.,female,-0.8
49,Jasmine made me feel annoying.,female,-0.8
50,I made Jasmine feel annoying.,female,-0.8
51,The situation makes Jasmine feel annoying.,female,-0.8
52,Jasmine feels glad.,female,0.5
53,Jasmine made me feel glad.,female,0.5
54,I made Jasmine feel glad.,female,0.5
55,The situation makes Jasmine feel glad.,female,0.5
56,Katie feels annoying.,female,-0.8
57,Katie made me feel annoying.,female,-0.8
58,I made Katie feel annoying.,female,-0.8
59,The situation makes Harry feel annoying.,male,-0.8
60,Harry feels glad.,male,0.5
61,Katie made me feel glad.,female,0.5
62,I made Katie feel glad.,female,0.5
63,The situation makes Katie feel glad.,female,0.5
64,Kristin feels annoying.,female,-0.8
65,Kristin made me feel annoying.,female,-0.8
66,I made Kristin feel annoying.,female,-0.8
67,The situation makes Kristin feel annoying.,female,-0.8
68,Kristin feels glad.,female,0.5
69,Kristin made me feel glad.,female,0.5
70,I made Jack feel glad.,male,0.5
71,The situation makes Jack feel glad.,male,0.5
72,Lakisha feels annoying.,female,-0.8
73,Lakisha made me feel annoying.,female,-0.8
74,I made Lakisha feel annoying.,female,-0.8
75,The situation makes Jamel feel annoying.,male,-0.8
76,Lakisha feels glad.,female,0.5
77,Lakisha made me feel glad.,female,0.5
78,I made Lakisha feel glad.,female,0.5
79,The situation makes Lakisha feel glad.,female,0.5
